-1.08,-0.55,0.87,0.26,-1.14,0.99,-0.98,1
1.13,-1.1,-0.19,-0.85,0.72,1.64,0.52,1
0.78,-0.35,1.35,3.6,3.57,3.94,4.06,0
-0.91,0.46,1.58,0.98,3.88,4.62,3.22,1
-1.05,0.42,-0.18,0.28,1.47,2.88,4.78,0
-0.67,-0.84,1.54,2.28,1.73,2.61,5.48,0
-0.59,-0.27,1.08,1.12,0.66,3.42,2.67,0
0.67,-0.12,1.58,0.98,0.49,3.8,5.22,0
-0.63,-0.19,-0.63,0.42,1.33,0.43,2.12,0
-2.09,-0.25,1.19,-1.2,0.3,1.8,2.91,0
0.39,-0.79,0.57,-1.41,1.73,0.73,1.7,1
-0.4,0.72,1.23,1.41,-0.28,0.83,2.65,1
-1.18,1.15,3.04,3.43,2.72,3.82,4.87,1
-0.11,-0.65,2.21,0.59,2.52,2.59,1.58,0
0.3,-1.28,-0.4,0.56,1.9,1.41,1.32,0
-1.16,1.15,0.17,2.72,1.7,3.23,4,0
-0.94,1.25,1.45,2.47,4.48,4.35,4.06,0
1.48,-0.79,0.07,0.14,1.58,0.65,2.3,0
-0.66,1.96,0.14,0.34,3.96,4.81,5.78,0
-0.58,-0.31,0.58,-0.86,0.87,0.54,3.53,1
-0.35,1.51,2.36,2.3,2.53,4.82,5.72,0
0.16,-0.13,0.1,-0.76,0.09,0.81,1.45,1
1.2,1.2,0.16,0.05,-0.52,0.42,-0.71,0
1.09,0.09,0.45,0.45,1.86,1.35,2.66,0
-0.22,2.2,2.06,1.38,0.54,1.13,1.19,1
0.87,0.07,0.53,2.01,3.92,3.9,6.07,0
-1.2,0.59,-0.54,0.91,0.73,1.38,1.24,0
0.96,-0.03,0.83,1.82,3.55,3.03,6.16,0
0.76,-1.03,-0.05,0.83,-0.1,-0.05,1.7,1
-1.81,0.72,-1.02,2.1,0.79,1.82,3.23,0
0.27,-0.77,-0.21,2.61,1.46,-0.37,1.72,0
-0.19,-0.18,-0.66,0.2,1.52,2.13,1.78,0
-0.47,0.11,-0.39,-0.07,1.37,1.64,3.57,1
-0.11,-0.47,-1.06,0.53,-0.01,1.07,1.72,0
0.48,0.67,-0.84,-0.19,-0.92,0,1.34,0
0.44,0.02,0.34,2.14,1.81,2.65,4.81,0
-0.6,1.22,1.04,0.62,0.16,0.42,0.57,1
0.77,-0.04,0.1,-0.6,-1.04,0.03,1.59,0
0.23,0.83,1.01,3.73,1.81,5.27,3.51,0
-0.16,-1.14,-1.22,-0.22,0.52,2.36,0.21,1
-1.36,-0.67,0.97,-1.57,-1.14,1.27,3.44,1
0.92,0.42,0.22,0.62,0.35,-0.78,-0.1,1
1.01,-0.19,0.84,1.89,2.89,4.12,4.57,0
0.54,2.02,0.02,0.97,4.11,3.6,4.58,0
0.11,1.1,-0.42,1.92,2.19,1.18,2.68,0
-1.01,2.48,2.21,4.86,4.71,4.98,5.57,1
-1.29,1.69,-1.07,0.63,-0.52,-0.8,-0.16,1
-0.59,-0.02,0.58,-1.05,0.62,-0.83,2.11,1
-1.13,1.53,1.35,2.94,-1.7,1.46,3.17,1
0.62,-0.33,2.39,1.75,3.78,4.82,5.78,0
-0.43,1.94,-0.07,2.27,1.79,4.52,4.37,0
0.12,1.27,3.06,3.26,4.63,3.67,5.9,0
1.55,1.79,2.87,2.62,3.07,5.31,4.24,0
0.99,-0.22,1.25,1.15,1.65,0.62,0.27,0
1.44,2.11,1.81,3.76,2.63,4.45,5.63,0
-0.32,1.69,-0.06,4.04,2.18,2.53,4.48,0
0.7,-1.22,-0.96,-1.81,-0.54,2.17,3.71,1
-1.34,2.16,0.72,2.1,0.84,4.96,5.33,1
0.11,-0.23,0.17,2.71,3.94,3.03,5.63,0
-0.15,2.04,0.55,1.23,-2.1,2.56,0.52,0
0.61,0.61,-0.47,1.05,5.59,4.74,5.44,0
-0.78,0.51,0.96,3.51,1.91,5.31,3.23,0
0.5,0.51,1.72,1.62,4.31,3.3,5.05,0
-0.79,1.71,0.38,1.22,2.22,1.01,1.17,0
-0.07,0.72,0.49,0.61,1.46,2.45,3.18,1
0.39,0.23,1.54,0.12,1.29,2.18,4.14,1
-0.37,0.07,1.19,0.22,0.27,0.13,1.24,0
-0.46,-0.33,0.06,-0.98,-0.55,0.63,1.87,1
0.92,-0.36,0.23,2.47,2.08,3.48,5.69,0
-1.13,0.71,0.69,0.06,2.57,2.48,2.95,1
-1.07,-1.02,-0.57,-0.08,1.24,2.45,3.75,1
-0.97,-0.29,2.47,1.73,2.11,0.96,1.71,0
1.16,1.53,1.93,2.68,5.85,4.94,5.43,0
-0.57,-0.35,-0.28,-0.18,-0.13,-0.75,-0.07,1
0.87,1,0.7,0.05,0.72,0.47,2.38,0
-0.33,0.07,-1.97,1.66,2.33,1.91,2.27,1
1.36,-1.06,-0.32,0.15,1.27,1.54,-0.79,1
1.66,-0.97,1.6,0.06,1.8,-0.1,3.05,0
-0.02,-1.31,0.99,0.83,1.78,3.75,1.43,0
0.21,-2.38,0.16,-1.16,0.5,2.06,2.04,1
0.81,-0.48,-0.87,0.37,-0.61,1.83,1.92,1
-0.16,-0.5,1.39,0.9,2.31,2.81,3.39,0
0.38,0.29,0.42,-1.47,1.07,3.78,2.41,0
-0.77,-0.41,2.11,0.42,3.46,4,4.12,0
-1.57,1.11,0.37,3.05,2.41,2.46,3.51,0
0.63,0.31,-0.59,-0.37,-0.17,-0.32,-0.1,1
0.75,-0.62,-0.41,0.18,-0.7,1.71,0.48,1
-3,0.4,1.25,1.23,3.24,2.01,0.27,0
0.85,1.7,1.49,3.47,1.49,2.5,2.93,0
-0.77,0.42,2.18,4.68,2.59,4.69,4.86,0
-2.35,-1.52,0.1,-1.14,-0.5,-0.12,0.95,1
-1.11,-1.44,0.3,-0.3,1.43,0.23,1.92,1
-0.47,0.74,2.26,4.62,2.61,3.23,5.63,0
-1.34,0.95,-0.5,-0.46,-0.28,0.9,0.63,1
0.57,2.75,2.65,0.18,1.81,3.48,0.82,0
-1.76,0.83,0.17,0.56,1.11,-1.57,1.16,1
-0.75,-0.62,-1.39,-0.04,-0.62,1.12,1.52,1
-0.18,0.93,-0.18,-0.78,-1.01,-0.05,0.88,1
0.8,-1.26,-1.14,-0.94,-0.19,0.88,-0.22,1
-0.09,-0.25,0.78,1.29,0.47,2.18,1.25,0
1.56,-0.32,1.4,0.19,-0.81,1.55,-0.76,0
-0.66,0.99,1.09,1.01,3.54,2.78,2.49,1
-0.77,-1.26,0.11,-0.75,-0.17,0.81,2.65,0
0.38,1.4,1.58,1.12,0.65,4.36,4.39,0
-1.85,2.99,2.52,3.65,2.6,5.26,6.2,0
-0.12,0.11,-0.31,-0.48,-0.66,-0.68,-0.33,1
-1.52,0.99,-1.15,0.5,-1.26,0.4,2.29,1
0.63,1.38,1.99,4.15,2.18,3.17,4.92,0
-0.22,-0.77,0.27,-0.73,-1.05,0.62,2.94,1
0.3,1.12,-1.29,-1.53,0.69,2.25,-0.26,1
1.65,-1.76,0.78,0.78,-0.24,0.63,0.6,1
0.47,0.51,0.43,-0.47,2.68,0.56,1.46,1
1.04,1.25,1.61,1.1,0.84,1.9,3.42,0
0.25,0.65,0.63,1.06,-0.73,0.16,0.47,1
0.73,2.01,3.09,0.72,2.11,3.58,4.3,1
1.16,-0.16,-0.81,-0.27,0.14,0.59,0.93,1
2.4,0.99,0.39,0.35,0.53,0.63,2.01,1
0.21,0.67,-0.97,-0.9,-0.1,0.61,2.49,1
-0.03,1.11,2.1,0.79,2.78,5.36,2.22,0
0.59,0.68,1.17,1.48,4.56,3.93,5.08,0
-1.41,2.07,1.38,1.16,0.65,2.36,-0.43,0
1.48,0.3,-0.32,2.43,0.71,4.29,1.91,0
-1.17,1.8,1.86,2.26,4.55,5.31,5.73,1
0.41,-0.22,-1.91,1.79,-0.72,0.55,0.19,1
0.28,0.71,1.36,-1.58,-1.61,-0.07,-0.21,1
2.05,1.39,1.54,1.68,2.34,1.71,3.9,0
-0.63,1.12,0.76,1.11,1.45,2.33,2.6,1
-0.54,0.32,-0.03,-2.31,-0.5,1.67,0.26,1
-1.03,0.8,0.41,4.05,2.88,4.62,5.19,0
-0.73,0.12,-0.18,0.28,-0.43,2.16,0.59,0
-0.25,1.06,-0.67,2.11,2.42,2.5,3.04,0
1.45,0.48,2.08,1.82,1.84,3.4,6.45,1
-1.52,-0.6,1.44,0.98,1.27,3.88,0.67,0
0.17,1.18,0.07,-0.01,-0.31,0.4,-1.11,1
0.32,-0.17,0.32,-1.06,2.17,1.34,1.45,1
0.24,-0.73,2.27,-0.68,1.75,1.58,0.05,1
-0.78,-1.76,-0.51,0.31,0.01,0.01,1.58,1
-0.58,1.72,-1.05,2.32,0.11,1.97,2.85,0
0.56,1.6,4.09,3.17,4.35,4.42,3.47,0
0.9,1.66,-2.47,-0.1,0.45,-0.35,2.43,1
-0.11,-1.51,0.15,0.4,2.21,2.27,4.28,1
-0.45,0.29,-0.52,-0.71,1.57,2.06,0.35,0
-3.54,1.27,1.28,2.72,3.7,4.71,4.18,0
-0.23,-0.16,0.56,0.03,-0.22,-0.45,0.22,1
-1.13,2.45,1.48,1.54,4.37,3.69,4.95,0
-0.04,0.96,1.33,3.53,2.93,5.82,3.52,1
0.29,-0.38,-0.12,2.48,0.1,1.12,1.65,0
-1.57,0.17,2.02,3.15,2.67,2.5,5.22,0
0.41,-0.41,-0.22,-0.15,-0.13,1.3,-0.86,0
-0.28,-1.3,0.86,-0.62,1.91,1.96,1.14,1
0.19,1.02,2.56,3.55,1.85,5.16,4.75,0
0.27,-0.11,1.47,2.49,1.37,4.06,4.19,1
1.83,0.79,1.97,2.69,1.34,3.26,5.11,0
0.65,-0.12,-0.75,-0.91,0.34,0.48,2.47,1
-0.19,0.52,3.06,2.82,3.78,5.21,4.42,0
-0.9,0.22,-1.38,-0.57,0.99,0.3,-1.16,0
0.38,0.2,-0.89,-1.05,-1.79,0.36,1.4,1
0.26,1.55,-0.84,-0.53,0.38,2.66,4.29,1
0.38,0.19,0.84,3.24,2.09,4,5.16,0
1.74,-0.69,2.88,2.97,5.01,2.86,4.92,0
-0.84,-0.15,3.67,0.52,0.57,1.32,0.61,0
-1.09,0.93,-0.74,0.73,1.45,2.65,2.27,0
-0.48,2.02,1.47,-0.25,1.08,2.31,-1,1
-0.98,0.5,1.01,1.78,3.78,3.89,5.03,0
-1.13,2.61,0.49,0.44,3.79,3.21,7.08,1
-1.13,1.13,0.9,-1.17,1.38,1.67,0.78,0
-1.52,-0.33,-0.41,-1.07,1.07,-0.14,1.67,1
0.72,-1.15,-1.04,2.45,0.53,0.83,1.58,1
0.9,1.62,-0.32,0.24,2.08,2.32,3.45,0
0.78,0.85,2.14,1.44,2.43,3.77,3.97,0
0.76,-0.03,-0.03,0.07,-1.39,1.68,-0.91,1
-2.75,1.26,0.13,1.6,1.42,3.48,2.87,0
0.55,-0.14,-0.36,1.25,2.02,1.54,0.32,0
-0.01,-0.94,2.94,1.13,0.54,0.83,5.16,0
0.15,1.01,-0.18,0.68,1.61,1.83,1.66,0
-0.76,-0.39,1.06,-0.83,-1.63,0.35,-2.66,0
-1.75,1.35,2.03,2.47,3.77,4.09,3.59,1
1.71,1.38,1.25,-1.74,-0.04,1.65,1.64,0
1.4,-1.07,0.82,3.41,1.97,3.4,3.23,0
0.55,-0.81,0.74,3.2,2.67,1.87,2.1,0
-0.03,3.16,1.49,3.62,1.94,2.47,3.56,0
-0.1,-0.26,1.92,3.92,2.09,4.06,6.5,1
-0.15,0.89,-0.84,-0.43,0.04,-0.44,2.91,1
-0.11,1.55,3.2,4.22,5.78,4.92,4.39,0
-0.39,1.94,2.25,1.8,4,4.86,6.02,1
-1.69,1.5,1.66,2.35,2.43,4.29,6.02,0
0.53,0.39,1.23,1.02,0.6,2.19,3.5,0
-1.83,1.53,0.44,2.75,2.39,2.85,2.67,0
-0.88,1.19,-0.49,-0.11,0.75,2.04,3.62,1
-1.37,1.71,0.1,-2.93,2.15,0.48,0.16,0
-0.05,0.98,2.8,3.12,2.87,5.16,5.22,0
-1.52,0.18,2.48,1.92,2.75,4.09,3.32,0
1.37,0.5,-1.05,-0.57,-0.52,-0.87,1.66,1
-0.74,-0.53,2.33,3.48,4.7,5.79,4.39,0
-0.27,0.22,2.31,2.56,3.97,4.45,4.9,0
-0.08,1.01,0.76,-1.96,-1.16,-0.34,0.4,1
0.73,-0.72,2.43,1.64,3.57,1.9,3.45,0
1.02,2.21,-0.48,0.51,-0.14,1.18,0.57,1
0.68,1.05,2.5,1.75,1.63,-0.94,3.05,1
1.48,-0.51,1.39,1.75,2.55,4.15,2.71,0
0.53,1.97,1.24,-2.2,-0.97,-0.31,1.03,1
1.18,-1.2,3.39,2.83,1.47,5.99,6.54,1
0.73,2.01,3.09,0.72,2.11,3.58,4.3,0
-0.8,1.08,0.22,2.14,1.67,3.49,5.93,1
0.38,0.79,-0.37,2.19,2.46,3.74,4.07,0
-0.3,0.34,0.19,-0.86,-0.41,-0.41,1.76,1
0.9,1.62,-0.38,-1.39,0.69,0.85,1.28,1
1.31,1.87,2.88,2.59,3.62,2.67,3.18,0
-0.15,1.53,1.17,-0.21,-0.08,1.48,2.24,1
-0.19,1.84,1.31,0.92,1.04,2.88,4.54,0
-0.63,-0.83,1.29,-1.28,2.13,3.57,3.93,1
-0.86,0.65,-0.41,2.19,0.28,2.85,2.8,0
-0.32,1.86,0.19,0.93,1.06,3.16,2.41,0
-0.15,0.13,2.27,2.39,4,6.14,5.36,0
-0.06,2.3,2.74,2.92,4.43,6.9,4.58,0
-0.78,0.97,0.74,1.58,2.7,3.87,6.12,1
1.65,-1.76,0.78,0.78,-0.24,0.63,0.6,1
0,0.1,2.32,1.54,1.26,4.61,3.26,0
-0.55,0.4,1.15,0.98,0.38,1.04,1.39,1
1.11,2.53,0.83,3.14,1.76,4.16,6.06,0
0.24,1.38,1.08,0.42,1.76,2.16,2.18,0
-0.17,1.62,0.52,2.8,5.1,3.73,5.23,0
-0.08,-0.43,0.51,-0.52,-0.12,0.23,3.38,1
-1.64,-0.27,1.21,2.69,4.29,4.05,4.23,0
-0.43,1.26,0.24,-0.37,1.36,1.11,1.8,0
0.39,0.23,1.54,0.12,1.29,2.18,4.14,0
-0.31,-0.52,0.8,-1.06,-0.52,-0.11,-0.2,1
-0.83,-0.66,-0.26,0.53,1.6,0.93,1.49,1
-0.15,-0.74,0.81,-0.73,-1.44,0.53,0.52,1
-0.58,0.14,1.8,3.29,3.38,4.94,5.39,0
-1.16,1.84,1.37,1.26,0.49,3.11,4.69,0
2.17,2.14,0.82,2.96,2.19,4.05,6.29,0
0.14,2.27,0.64,0.67,-2.24,0.65,-0.51,1
0.08,-1.22,-0.96,-0.16,-1.04,1.33,2.11,1
1.78,0.77,-0.03,0.59,0.14,0.83,3.18,0
0.93,-0.41,-2.07,-1.08,1.1,0.64,1.29,1
-1.19,1.24,1.36,1.03,2.07,4.46,4.4,1
0.21,0.45,0.08,0.84,0.02,1.1,1.13,1
0.52,-1.55,0.73,0.1,1.14,3.27,3.19,1
0.49,0.35,0.75,1.15,2.3,2.25,2.02,0
0.93,1.3,2.33,2.51,4.71,4.06,5.21,0
0.34,0.6,0.34,-0.84,0.98,1.84,1.13,1
-0.09,-0.43,-1.19,0.93,0.07,1.65,1.69,1
1.3,1.23,1.11,2.34,1.92,1.89,6.02,1
0.21,0.99,-0.19,-0.74,-1.4,0.16,2.22,1
-1.04,-0.42,1.99,2.63,0.98,0.83,3.23,0
0.47,-0.09,0.34,1.27,1.82,1.09,2.3,0
0.48,0.74,1.38,1.16,1.15,2.36,3.35,0
-1.89,-0.84,0.68,1.41,2.91,4.49,5.3,1
0.09,-1.4,1.19,0.99,1.33,1.46,3.04,1
-0.04,1.62,1.01,1.25,-0.27,2.33,2.09,0
-1.53,0.63,1.52,-0.06,0.08,1.37,1.16,1
0.73,0.74,0.14,-0.21,0.85,2.74,4.29,1
0.43,0.84,1.64,1.58,1.09,-0.32,0.1,1
-0.11,-2.26,-0.41,0.46,1.24,0.4,-0.18,1
0.94,-0.9,1.51,-0.08,-0.7,-0.54,0.75,1
0.12,1.29,2.56,3.23,2.42,4.86,3.54,1
0.62,-0.29,-0.57,-0.03,1.16,-0.45,-0.18,1
-0.46,0.2,1.75,1.71,1.47,2.36,4.22,1
-0.97,-0.23,1.45,2.01,2.15,3.09,1.28,0
-1.64,-0.68,0.83,1.56,1.33,2.79,3.9,0
0.49,1.84,0.64,3.1,2.85,4.98,4.88,0
0.08,0.88,1.68,5.66,4.51,2.87,6.1,1
1.04,0.22,-0.54,-0.81,-0.18,1.11,-0.2,1
-0.24,2,0.01,2.58,3.5,3.49,4.6,0
1.04,0.98,1.49,1.73,0.72,0.31,1.12,1
0.77,0.02,1.09,0.17,0.92,1.53,0.71,0
0.44,1.18,3.07,3.33,1.97,2.99,3.51,0
0.35,-1.06,-1.48,2.05,2.2,5.11,5.14,1
0.9,0.19,1.48,0.13,0.88,1.58,3.54,0
2.18,0,0.95,-1.16,0.39,-0.4,2.61,1
-0.15,2,-0.31,1.64,0.67,1.29,2.91,1
-1.18,-0.98,1.83,2.25,2.29,2.49,4.32,0
-1.12,0.26,1.29,3.81,1.49,3.93,5.45,0
-1.34,-0.58,-0.51,-0.95,-0.57,-0.38,2.61,1
-0.42,1.15,0.22,-1.07,1.81,2.99,5.43,1
-0.34,-0.68,-0.88,1.1,0.9,0.35,1.24,1
1.04,-1.53,0,0.68,1.13,0.98,-0.19,1
0.12,1.18,2.32,2.62,3.29,4.3,3.04,0
1.38,0.71,1.79,2.88,1.99,3.27,3,0
-0.29,1.06,1.98,4.18,3.68,4.66,4.62,1
-0.38,0.87,-0.13,1.45,1.08,3.51,1.27,0
0.74,-0.9,-0.59,0.54,2.05,2.84,1.88,1
-0.16,0.29,0.1,0.93,2.15,2.1,1.51,0
0.04,0.78,-0.11,2.33,3.01,3.64,4.38,0
0.09,1.63,-0.02,0.8,0.23,0.22,1.85,0
-0.4,0.79,1.2,1.32,3.05,1.49,-0.21,0
0.52,1.44,1.55,-0.34,1.95,2.08,3.29,1
-0.3,0.2,2.22,1.98,1.87,1.95,4.16,0
-0.54,-0.21,0.51,-1.65,-0.84,0.49,0.83,1
-1.05,-0.78,0.8,0.94,1.68,3.61,3.14,0
0.35,-1.56,1.86,-1.65,-0.15,0.19,1.38,1
0.4,0.87,0.57,-0.38,0.04,2.09,1.75,1
-1.4,-0.57,-0.31,0.07,-1.1,-0.93,0.24,1
-0.12,1.4,0.66,0.14,-0.85,0.38,1.75,1
-0.12,1.58,2.55,1.78,0.85,1.63,5.17,0
-0.26,-0.59,-0.43,3.07,1.19,2.01,3.3,1
1.59,-0.01,0.2,2.44,3,3.97,3.68,0
0.72,1.95,0.06,2.52,1.54,3.74,3.69,0
-0.73,0,-0.4,-0.1,0.16,0.21,1.41,1
0.6,-0.13,1.48,-0.56,0.06,1.29,4.09,0
-1.1,0.61,0.74,-0.04,0.22,-0.45,-0.4,1
1.64,-0.15,1.57,1.8,4.19,4.44,4.01,1
0.66,0.57,0.18,0.44,1.34,1.31,0.37,1
-0.84,-0.83,2.19,2.11,3.53,4.13,5.51,1
0.04,1.1,0.99,4.64,3.78,5.42,6.01,0
-0.93,1.01,-2.3,-0.51,1.09,0.44,1.47,1
-0.5,0.53,1.05,2.98,2.65,3.52,6.64,0
-0.19,2.48,1.55,-0.26,0.67,1.07,2.72,0
-0.56,1.68,0.28,1.71,1.42,1.03,1.96,0
-0.1,-0.17,0.54,0.97,1.15,2.48,3.32,0
0.57,0.13,0.62,1.98,2.22,2.6,2.7,0
-0.8,0.88,1.41,2.85,2.32,4.75,5.21,0
0.45,1.85,2.31,4.25,2.02,3.45,1.62,0
0.09,1.69,1.78,2.63,2.55,5.73,5.24,0
0.94,1.39,2.36,-0.62,-0.39,-0.9,0.41,1
-0.92,-0.23,1.22,2.61,4.19,3.95,4.69,0
-0.84,-0.58,0.98,0.35,0.64,-1.58,1.4,1
-0.12,2.06,2.54,0.7,4.39,3.06,4.05,0
-1.46,-2.88,-0.23,-0.09,-0.38,1.51,1.58,0
2.12,1.1,-1.27,-0.97,0.53,2.07,2.39,1
-0.93,1.73,1.29,0.93,3.06,2.64,5.15,0
-1.12,0.81,2.97,2,1.61,1.23,1.68,0
2,-0.55,0.39,0.83,-1.35,2.22,1.77,1
-1.19,0.31,1.94,1.14,1.67,2.82,4.28,1
-1.12,0.26,1.29,3.81,1.49,3.93,5.45,0
0.52,1.22,-2.52,-0.3,-0.14,0.64,-0.26,1
-0.31,0.69,3.09,0.45,3.04,3.94,4.32,0
0.94,1.03,0.55,1.03,1.84,4.24,4.59,1
-0.9,1.59,1.7,1.84,1.61,2.78,5.59,0
0.91,0.82,2.43,3.82,3.85,5.41,4.82,1
-2.09,0.3,0.51,4.06,5.16,6.18,5.81,0
-0.36,0.21,0.49,0.59,-0.55,-0.86,2.37,1
-1.3,2.36,2.47,1.74,4.76,3.22,5.7,0
1.7,0.82,-0.54,0.14,0.2,2.6,1.25,1
-0.22,2.2,2.06,1.38,0.54,1.13,1.19,1
-2.06,2.41,-0.71,1.3,-2.14,1.84,-0.19,1
0.95,1.88,2.02,4.36,4.44,4.72,6.81,0
-1.3,-0.85,0.03,2.56,0.14,1.52,1.73,1
0.56,2.12,0.91,-0.3,-0.7,0.97,0.93,1
-0.05,0.7,1.05,3.65,5.14,6.84,6.04,0
-0.05,-0.23,2.45,1.18,2.53,2.45,4.03,0
0.41,0.45,1.49,2.9,4.81,3.8,4.21,1
0.21,0.7,0.07,1.8,2.2,4.42,4.53,0
-1.47,-0.3,0.07,1.25,0.14,1.71,1.88,1
0.37,1.07,1.69,0.82,4.37,0.88,3.83,0
-0.08,-0.51,2.03,0.31,-1.75,-0.22,1.03,1
2.09,0.39,1.1,-0.51,0.57,0.17,-1.29,1
1.03,2.96,1.6,1.83,3.01,4.82,4.17,0
-1.2,0.85,-0.09,0.02,1.45,0.72,1.69,1
1.72,-0.56,-1.53,-0.87,-0.76,1.86,-1.13,1
-0.02,-0.43,-0.12,1.74,2.35,2.74,4.34,0
0.48,2,-0.2,0.56,-0.33,1.77,1.47,0
0.67,-0.96,1.69,-0.57,0.27,2.08,-1.33,0
-0.64,-0.09,-0.08,2.23,2.58,4.79,4.92,0
-0.18,2.3,-1.37,-0.43,0.45,-1.62,-0.22,1
-0.04,0.96,1.33,3.53,2.93,5.82,3.52,0
-0.53,-0.53,0.12,1.39,1.84,1.8,1.15,0
1.09,0.27,-1.03,-0.76,-0.24,0.1,0.86,1
0.47,0.25,0.72,2.14,1.59,1.54,0.42,0
0.46,-0.39,-0.81,1,-1.48,0.08,1.5,1
0.13,0.66,-0.5,-0.01,0.94,-0.35,0.78,1
-1.27,-0.86,0.1,0.84,-0.32,-0.38,-0.22,0
0.3,-0.1,1.34,-0.08,2.62,1.7,3.07,1
-0.08,-1.62,0.57,-0.53,-1.68,-0.98,1.14,1
-0.11,-0.12,1.84,0.51,-0.91,1.9,2.08,1
1.08,0.79,1.45,3.26,4.06,4.36,6.07,0
-0.24,-0.51,-0.49,0.49,-1.53,-1.47,0.54,1
0.52,1.22,-2.52,-0.3,-0.14,0.64,-0.26,1
1.22,0.09,0.76,0.5,3.34,0.53,2.02,0
-1.39,-1.96,1.09,2,0.26,2.7,0.39,0
-0.21,1.71,0.47,1.64,0.58,0.68,2.73,1
0.75,0.49,2.92,2.43,2.43,1.87,1.24,0
-0.04,-0.57,0.5,0.61,-0.66,2.14,2.8,0
-0.8,-0.93,-0.07,0.02,0.33,-1.2,-0.9,1
-0.21,-0.64,1.21,2.66,-0.07,1.7,2.54,1
-0.68,-1.81,-0.66,2.73,1.04,0.22,2.22,1
0.22,-0.24,-0.9,1.36,4.37,3.08,2.64,0
-0.52,0.61,2.36,3.22,2.65,4.91,4.41,0
-1.19,1.07,1.47,-0.47,-0.41,-0.89,-0.33,1
0.13,0.64,3.7,3.44,1.82,3.4,6.17,0
0.17,1.08,0.64,-0.51,-1.73,0.57,2.28,0
-0.7,1.23,-0.39,2.33,1.6,1.69,1.18,0
-0.47,0.07,1.46,2.21,2.88,3.07,3.49,0
0.51,-0.54,0.7,2.32,1.89,5.36,5.46,1
0.31,1.14,1.08,-2.07,-1.91,0.98,-1.68,1
-1.34,1.29,-0.34,-0.46,1.4,0.9,0.92,0
-0.37,0.67,-0.05,0.95,1.46,2.51,0.49,1
1.66,0.64,0.86,1.96,0.87,3.07,3.95,0
